Date,Open,High,Low,Close,Volume
23-Jan-13,1315.75,1323.75,1298.4,1311.95,938827
24-Jan-13,1305,1336.9,1305,1328.55,1749235
25-Jan-13,1323.75,1345,1323.75,1340.5,760550
28-Jan-13,1340.3,1349.95,1337.95,1345.05,1214077
29-Jan-13,1341.2,1356.55,1340.3,1344.95,865902
30-Jan-13,1341,1349.85,1335.8,1346.15,1139572
31-Jan-13,1348.85,1352.45,1326.4,1344.15,2156584
1-Feb-13,1344,1352,1342.15,1348.1,742270
4-Feb-13,1349,1367.8,1345.15,1356.35,1243652
5-Feb-13,1345.1,1365,1345.1,1360.05,1080997
6-Feb-13,1362.5,1375.9,1362,1370.55,1786853
7-Feb-13,1361,1390,1361,1387.15,1306391
8-Feb-13,1386,1437,1385.1,1422.6,3486809
11-Feb-13,1424,1428.9,1412.25,1414.7,1156063
12-Feb-13,1409.05,1415,1401.85,1410.05,1112751
13-Feb-13,1409.8,1441.65,1405.1,1435.4,1911333
14-Feb-13,1430.1,1455.8,1429,1447.7,1473479
15-Feb-13,1444,1451.8,1430.65,1442.15,910395
18-Feb-13,1440.1,1441.9,1420,1425.35,476043
19-Feb-13,1421.6,1448.9,1412.7,1443.55,372147
20-Feb-13,1441.5,1457,1441.5,1452.8,1130759
21-Feb-13,1440.7,1456.85,1440.7,1451.05,1924573
22-Feb-13,1450,1464.05,1442.3,1455.1,655347
25-Feb-13,1453,1475,1451.5,1473.7,865015
26-Feb-13,1467,1499.95,1466,1496.4,1426835
27-Feb-13,1495.25,1503.05,1477.3,1483.2,1278341
28-Feb-13,1486.25,1525,1485.25,1517,2299712
1-Mar-13,1515.1,1516,1498,1501.85,1268663
4-Mar-13,1491,1519.9,1491,1513.2,1568038
5-Mar-13,1517,1543,1508.6,1540.15,1720027
6-Mar-13,1536.15,1565.5,1536.15,1561.2,1149755
7-Mar-13,1561,1597.6,1559.35,1589.9,1954351
8-Mar-13,1590,1595.65,1574.9,1583.15,2170751
11-Mar-13,1575,1589.55,1556.65,1566.2,1110665
12-Mar-13,1558,1567.95,1548,1560.5,904726
13-Mar-13,1556.05,1558.7,1548,1551.7,897248
14-Mar-13,1557,1577,1543.8,1567.7,1525609
15-Mar-13,1572,1580.4,1560.6,1570.25,2106199
18-Mar-13,1559.85,1573.65,1554.4,1566.95,847494
19-Mar-13,1564.5,1564.5,1540.45,1546.75,1869955
20-Mar-13,1540,1572.65,1539.95,1557.65,2084068
21-Mar-13,1563,1574.4,1553.7,1559.95,832302
22-Mar-13,1561.4,1562.1,1532,1542.15,1357228
25-Mar-13,1548.5,1552,1528.4,1543.35,928658
26-Mar-13,1540.1,1570,1536.15,1556.35,890768
28-Mar-13,1556,1583.4,1541.65,1575.75,1532831
1-Apr-13,1565,1573.7,1551.25,1556.85,484406
2-Apr-13,1556,1571.2,1541.25,1567.35,565166
3-Apr-13,1570,1575,1531,1543.4,479966
4-Apr-13,1540.1,1540.1,1501,1507.8,563169
5-Apr-13,1505,1509.35,1484.1,1498.35,932624
8-Apr-13,1498.9,1498.9,1475,1480.75,448208
9-Apr-13,1480,1513,1477.6,1497.4,836177
10-Apr-13,1509.9,1538.9,1501,1530.45,1023142
11-Apr-13,1540,1550.1,1520.7,1536.9,1122329
12-Apr-13,1481.9,1524.5,1478.35,1511.75,2516030
15-Apr-13,1513.5,1514,1448.35,1472.45,2695748
16-Apr-13,1470,1493.45,1457.95,1483.15,1535791
17-Apr-13,1495,1499,1431,1456.65,2639502
18-Apr-13,1487.95,1494.9,1427.45,1452.75,4277229
22-Apr-13,1446,1459.8,1425,1425.3,1481242
23-Apr-13,1424.45,1448,1424,1430.55,1692085
25-Apr-13,1430.55,1430.55,1398.65,1402.3,3964597
26-Apr-13,1393,1393.45,1365.1,1369.35,2377038
29-Apr-13,1365,1384.7,1365,1370.75,1984458
30-Apr-13,1368,1382,1365,1378.4,2010285
2-May-13,1373.5,1438.8,1373.5,1433.9,2815163
3-May-13,1426,1447.25,1407.9,1418.5,1820895
6-May-13,1420,1472.4,1420,1467.2,1863559
7-May-13,1467.1,1478.85,1457.4,1471.6,1130090
8-May-13,1472,1487.8,1470,1480.1,884065
9-May-13,1483.2,1503.45,1483,1498.45,974850
10-May-13,1498.45,1510.9,1491.1,1495.9,569857
11-May-13,1495,1495,1486.1,1489.65,28017
13-May-13,1480,1481,1445.7,1451.6,931249
14-May-13,1455.1,1470.55,1443.75,1457.95,1125050
15-May-13,1458.1,1477.2,1450,1471.55,1782963
16-May-13,1469,1469,1447.45,1454.05,1207826
17-May-13,1455,1478.5,1454.1,1473.8,1450100
20-May-13,1471.25,1478,1461,1472.4,692752
21-May-13,1465,1502,1465,1492.85,949216
22-May-13,1498,1509.15,1492.3,1498.4,923472
23-May-13,1495,1526.75,1478.35,1492.7,1531981
24-May-13,1500,1502.95,1463.6,1469.55,793306
27-May-13,1469.5,1500,1460,1498,1011932
28-May-13,1498,1516.5,1490.3,1514.1,700127
29-May-13,1516,1527.5,1485.1,1497.35,726019
30-May-13,1500,1512,1487,1499.4,1204173
31-May-13,1491,1509.25,1476.75,1498.45,964934
3-Jun-13,1504,1507,1457.1,1469.4,1548806
4-Jun-13,1460,1473.9,1450.15,1465.35,652660
5-Jun-13,1461.1,1472.65,1452.7,1467.8,864338
6-Jun-13,1453.7,1478.5,1452.05,1470.75,1270226
7-Jun-13,1470.1,1539,1468,1518.95,1775422
10-Jun-13,1525.05,1544.7,1519.1,1525.05,1680215
11-Jun-13,1530.2,1542,1492,1501.55,1102734
12-Jun-13,1494.1,1495.1,1462.05,1468.1,2402977
13-Jun-13,1460,1464,1435.1,1445.65,1575671
14-Jun-13,1448,1457.25,1431,1450.7,1552998
17-Jun-13,1453,1465,1428,1452.45,1292081
18-Jun-13,1455,1460,1440.15,1443.8,1145764
19-Jun-13,1454.9,1454.9,1423.55,1427.7,1069894
20-Jun-13,1421,1433.15,1399.1,1404.5,2086439
21-Jun-13,1408.8,1431.85,1408,1422.25,1424112
24-Jun-13,1415,1434.1,1400.1,1410.7,944582
25-Jun-13,1413.5,1427.1,1380.7,1392.3,930274
26-Jun-13,1396.9,1447.75,1381.05,1437.7,1163244
27-Jun-13,1447.8,1497,1442,1491.9,1910339
28-Jun-13,1495,1524.3,1458.2,1518.15,2408548
1-Jul-13,1512,1516.7,1483.4,1492.35,677326
2-Jul-13,1493.1,1508.5,1486.65,1500.55,828621
3-Jul-13,1497.7,1519,1465,1489.8,765453
4-Jul-13,1490.85,1541,1490,1538.3,958530
5-Jul-13,1542,1558,1522,1530.2,646506
8-Jul-13,1528,1535,1500,1506.65,829398
9-Jul-13,1495.3,1521.75,1495.3,1504.9,548663
10-Jul-13,1510,1526.8,1498,1511.95,661312
11-Jul-13,1520,1570,1520,1564.55,1167637
12-Jul-13,1595,1624.8,1579.3,1609.85,1625768
15-Jul-13,1601.1,1647.3,1599.3,1641.75,1030285
16-Jul-13,1625,1666.35,1617.6,1649.35,1112493
17-Jul-13,1645.05,1684.95,1645.05,1678.5,1499625
18-Jul-13,1680,1692.3,1644,1660.4,1722766
19-Jul-13,1719,1759,1700,1742.8,4275402
22-Jul-13,1741,1758.8,1728.3,1746.5,1487386
23-Jul-13,1748,1780.45,1743.6,1749.8,823251
24-Jul-13,1748.5,1792,1745,1782.8,1090822
25-Jul-13,1780,1810,1766.7,1795.75,2044404
26-Jul-13,1795,1798.95,1750.1,1774.5,1189532
29-Jul-13,1758,1794.6,1757.25,1779.2,887131
30-Jul-13,1780,1804.95,1775.45,1792.3,1308742
31-Jul-13,1790,1831.5,1789.45,1815.5,1413375
1-Aug-13,1810.05,1834.8,1790,1815.4,1070589
2-Aug-13,1819.7,1849.9,1816.7,1845.85,923427
5-Aug-13,1840,1877.4,1840,1867.2,1177592
6-Aug-13,1873,1881.95,1864.65,1870.1,1152645
7-Aug-13,1874,1890.9,1813.45,1822.7,1347490
8-Aug-13,1805.1,1856.15,1783.7,1845.4,1079314
12-Aug-13,1841,1841,1808.15,1814,1038787
13-Aug-13,1820.2,1844.85,1809.95,1819.8,1084148
14-Aug-13,1824.5,1858,1802,1833.5,1651034
16-Aug-13,1824.2,1830,1755.55,1780.9,1389965
19-Aug-13,1798,1807,1755.55,1777.45,1060676
20-Aug-13,1789.8,1789.8,1730,1736.4,1362422
21-Aug-13,1740.1,1743.7,1701.15,1717.8,1811997
22-Aug-13,1705,1797.15,1695.2,1778.95,2130494
23-Aug-13,1794,1838,1784.3,1829.45,2016442
26-Aug-13,1823.1,1878.6,1814,1842,1331619
27-Aug-13,1839,1878.85,1830,1838.8,972642
28-Aug-13,1828,1946.1,1828,1907.9,2222342
29-Aug-13,1901,1970,1878.3,1947.1,2952591
30-Aug-13,1939,2050,1930,2033.2,2641471
2-Sep-13,2020,2069,2017.5,2056.85,1077017
3-Sep-13,2050.1,2067,1986.15,2001.1,1177532
4-Sep-13,2000,2078.8,1993.95,2069.1,1313258
5-Sep-13,2069,2069,1981.05,1990.75,1963746
6-Sep-13,2009,2025,1975,1988.8,1379798
10-Sep-13,1986,2016.7,1981,1987.9,2150486
11-Sep-13,2008,2018,1983.5,1993.8,1504247
12-Sep-13,1995,1998.55,1945.8,1967.9,952784
13-Sep-13,1965,1990,1946.55,1953.75,1048160
16-Sep-13,1950,1985,1894.05,1902.55,1230253
17-Sep-13,1900,1952.55,1897.1,1947.45,1663908
18-Sep-13,1942.05,1964.8,1937.9,1954.5,1054909
19-Sep-13,1948,1990,1926.5,1966.3,1953620
20-Sep-13,1950,1989.9,1941,1950.3,1795929
23-Sep-13,1950,1977.2,1940,1955.1,1494379
24-Sep-13,1955,1977.9,1926,1939.5,2470150
25-Sep-13,1941.5,1970.95,1920.2,1959.05,2166929
26-Sep-13,1954.8,1974.1,1935.1,1942.9,2459852
27-Sep-13,1943.1,1961.95,1937.45,1948.1,892333
30-Sep-13,1954,1961.85,1920,1927.8,993675
1-Oct-13,1932,1954.85,1916.7,1949.05,795997
3-Oct-13,1971.8,2036.9,1960.4,2024.6,2336177
4-Oct-13,2032,2069,2026.95,2033.6,967016
7-Oct-13,2035,2097.7,2025.3,2089.75,996939
8-Oct-13,2083,2098,2056.55,2061.45,914053
9-Oct-13,2055.5,2097.65,2045.1,2090.85,887929
10-Oct-13,2088,2098,2067.25,2080,582160
11-Oct-13,2103,2138,2082.4,2122.05,1142224
14-Oct-13,2127.5,2225,2125,2212.75,2187230
15-Oct-13,2235,2258.85,2201,2215.4,2332546
17-Oct-13,2230,2230,2095.7,2108.45,3343607
18-Oct-13,2104.8,2133.8,2061.55,2120.65,2673083
21-Oct-13,2125,2127.95,2050,2071.65,1842686
22-Oct-13,2088,2107.65,2076.85,2089.35,1022307
23-Oct-13,2088.5,2103,2046.15,2061.15,1227748
24-Oct-13,2042,2082.35,2001.85,2008.7,1808879
25-Oct-13,1995,2072,1995,2067.75,1263701
28-Oct-13,2068,2089.8,2052.55,2063.95,901971
29-Oct-13,2065,2085.8,2047.9,2069.8,914538
30-Oct-13,2070.25,2100,2070.25,2091.95,1057437
31-Oct-13,2089,2129,2079.4,2112.05,1761538
1-Nov-13,2110,2141.95,2091.1,2097.6,673240
3-Nov-13,2100,2109.4,2095.2,2099,65452
5-Nov-13,2100,2105,2031.7,2042,1130643
6-Nov-13,2063,2103.55,2059.05,2091.1,833875
7-Nov-13,2100,2148.15,2080.3,2121.95,978474
8-Nov-13,2130,2131.75,2071.2,2090.85,804673
11-Nov-13,2090,2140,2050,2094.65,980569
12-Nov-13,2096.85,2121.7,2079,2087.15,500341
13-Nov-13,2098.95,2106.2,2043.65,2049,604169
14-Nov-13,2072,2072,2021.85,2026.2,1064852
18-Nov-13,2046,2059.9,2032.25,2044,1415801
19-Nov-13,2049.95,2055,2021.2,2029.9,1038932
20-Nov-13,2046.85,2049.9,2017,2023.6,829348
21-Nov-13,2023.2,2034.7,1980,1986.6,1151441
22-Nov-13,1991,2011,1985.1,2000.85,747247
25-Nov-13,2008,2026.85,1993.1,2013.25,975499
26-Nov-13,2003.1,2016.45,1987,1993.7,1023706
27-Nov-13,2009,2013.7,1975,1986.45,1060489
28-Nov-13,1993.1,1996.55,1970,1984.6,1402861
29-Nov-13,1992,2014.7,1981.8,2004.35,962406
2-Dec-13,1995,2021,1995,2013.9,626630
3-Dec-13,2016.05,2042,2015.05,2020.8,724592
4-Dec-13,2019.9,2031.6,1993.65,2000.05,759518
5-Dec-13,2016,2033.55,1983.05,1987.15,698595
6-Dec-13,1991,2010,1991,2000.3,723481
9-Dec-13,2029,2029.95,2000,2004.85,913170
10-Dec-13,2000,2089,2000,2082.75,1826667
11-Dec-13,2079,2086.85,2043,2058.05,778031
12-Dec-13,2045,2064,2025.1,2028.9,827982
13-Dec-13,2037.95,2045,1995,2001.8,1731675
16-Dec-13,2013.7,2039.8,2005.15,2019.15,1429250
17-Dec-13,2031.6,2065.85,2030,2045.35,1497737
18-Dec-13,2040,2071,2038,2055.8,793995
19-Dec-13,2075.95,2110,2062.65,2081.5,1080993
20-Dec-13,2088.1,2130,2085.85,2120.55,982906
23-Dec-13,2129.95,2143.45,2097.95,2109.05,660612
24-Dec-13,2119.8,2129,2104.25,2110.7,435078
26-Dec-13,2115,2117,2091.45,2100.3,1148597
27-Dec-13,2107,2169.9,2105,2160.65,1239973
30-Dec-13,2170,2175.25,2146.7,2156.05,834388
31-Dec-13,2160.1,2184.95,2150.9,2172.05,622888
1-Jan-14,2180.1,2184.5,2151.1,2153.3,264976
2-Jan-14,2166,2189,2156.15,2167,863474
3-Jan-14,2164.7,2229.1,2147.25,2222.2,1309087
6-Jan-14,2229,2244,2197,2239.6,1155905
7-Jan-14,2240,2256.45,2199,2206.15,1448743
8-Jan-14,2212,2244,2210,2232.65,1275010
9-Jan-14,2228.75,2255.5,2222.1,2241.95,1291103
10-Jan-14,2260,2309.8,2235,2280.9,1684667
13-Jan-14,2285,2384,2285,2368.75,1907158
14-Jan-14,2372,2384.8,2320,2326.75,1487482
15-Jan-14,2342.45,2378.2,2327,2353.6,1524427
16-Jan-14,2380,2380.1,2325,2350.3,1498981
17-Jan-14,2298,2298,2206.05,2213.05,3782378
20-Jan-14,2218.95,2350,2215.5,2338.2,3005279
21-Jan-14,2334,2339.25,2275.1,2280.3,1566141
22-Jan-14,2287.1,2296.85,2264.1,2274.05,1192015
23-Jan-14,2268.1,2276.7,2237.3,2252.45,1145381
24-Jan-14,2244,2283.25,2235,2248.7,925133
27-Jan-14,2226,2259.5,2220.1,2229.6,1266474
28-Jan-14,2232,2247.85,2196.1,2212.35,1426083
29-Jan-14,2240,2240,2205,2209.8,849038
30-Jan-14,2198.05,2227,2190,2217.6,1112625
31-Jan-14,2225.1,2269.8,2221,2241.05,1087123
3-Feb-14,2222,2244.25,2190.8,2194.45,681240
4-Feb-14,2174,2175,2112.05,2151.35,1347083
5-Feb-14,2163.8,2200,2140,2194.4,926825
6-Feb-14,2180,2189.9,2145,2175.25,961326
7-Feb-14,2190,2195,2131,2144.4,995456
10-Feb-14,2144,2144,2085.1,2093.55,2009635
11-Feb-14,2100,2126.5,2096,2101.7,1784393
12-Feb-14,2118,2123.6,2095,2105.45,1537174
13-Feb-14,2107,2138.4,2096.5,2133.75,1047175
14-Feb-14,2137.9,2184.75,2128.1,2167.9,955031
17-Feb-14,2160,2186,2147.2,2165.4,835197
18-Feb-14,2165,2191,2155.85,2166,763458
19-Feb-14,2170,2215,2162.25,2197.95,536459
20-Feb-14,2206,2222,2182.8,2189.35,793962
21-Feb-14,2198,2213,2190.75,2205.7,858930
24-Feb-14,2204,2205.25,2170.1,2177.9,1225212
25-Feb-14,2189,2199.5,2180,2188.9,1652687
26-Feb-14,2194,2195,2177.15,2182.15,1929856
28-Feb-14,2161,2280,2160.15,2275.75,1994096
3-Mar-14,2271.8,2299,2228,2240.05,803039
4-Mar-14,2233.2,2254,2224,2240.65,1015166
5-Mar-14,2254.85,2286.25,2242.55,2251.9,1151003
6-Mar-14,2252.85,2260,2232.15,2240.75,657281
7-Mar-14,2245.5,2250.05,2152.8,2228.5,2349236
10-Mar-14,2228.1,2228.5,2135,2142.65,1914884
11-Mar-14,2155,2177.65,2122,2151.65,1275127
12-Mar-14,2153,2189.75,2153,2179.45,834894
13-Mar-14,2148.05,2202,2136.85,2149.55,1009942
14-Mar-14,2141,2160.5,2124.3,2139.55,1080623
18-Mar-14,2135.5,2151.8,2104.25,2122,1282921
19-Mar-14,2075,2075,2013.05,2039.4,4326331
20-Mar-14,2038,2122.9,2011.4,2108.2,2864478
21-Mar-14,2125,2145,2085,2127,2340388
22-Mar-14,2125,2141.9,2115.45,2128.25,94751
24-Mar-14,2136.95,2157.95,2126.15,2152.6,1091507
25-Mar-14,2144,2172,2130,2146.65,1124984
26-Mar-14,2148.05,2158.5,2087.55,2093.5,1596175
27-Mar-14,2100.95,2115,2065.05,2094.25,2506238
28-Mar-14,2097,2122.85,2080.05,2102.1,1485581
31-Mar-14,2104,2144.95,2082,2133.15,1341634
1-Apr-14,2145,2185,2144.9,2176.7,1377966
2-Apr-14,2190,2202,2161.05,2172.25,1881508
3-Apr-14,2172.85,2182,2147.6,2166.5,790597
4-Apr-14,2172,2187,2130,2138.85,847328
7-Apr-14,2130.1,2165.95,2120.7,2153.8,1297493
9-Apr-14,2152,2162,2105,2140.4,1675250
10-Apr-14,2140.4,2148.65,2115.2,2126.15,1076443
11-Apr-14,2118,2174.9,2100,2164.1,1170371
15-Apr-14,2181,2258,2174.05,2252.75,1798622
16-Apr-14,2264,2264,2184.2,2196.3,1737955
17-Apr-14,2220,2227,2142.7,2222.9,3840719
21-Apr-14,2220,2242.9,2211.3,2221.75,921297
22-Apr-14,2233.95,2249.9,2219.9,2221.05,743137
23-Apr-14,2231.4,2243.9,2201.1,2213.75,969496
25-Apr-14,2227,2235,2193.2,2205.25,1580224
28-Apr-14,2205.25,2222.7,2180.1,2191.35,1275383
29-Apr-14,2186,2206.35,2176.9,2194.25,923090
30-Apr-14,2185.1,2205.6,2181,2189.2,1198689
2-May-14,2181.25,2219.9,2181.25,2208.45,958889
5-May-14,2210.8,2229,2204.15,2213.7,657239
6-May-14,2213.7,2221.6,2190,2198.9,480616
7-May-14,2191.05,2203,2140.1,2165.55,2358091
8-May-14,2165.1,2181.8,2147.65,2162.05,1303450
9-May-14,2152,2184.7,2152,2159.9,899720
12-May-14,2153,2166.7,2123.15,2159.35,1443032
13-May-14,2165.8,2239,2165.8,2210.95,1273742
14-May-14,2214.4,2237.7,2201.1,2216.1,694614
15-May-14,2216.1,2225,2171.15,2193.15,1260098
16-May-14,2200.05,2253.4,2100.25,2160.75,2620899
19-May-14,2150,2160,1999.5,2036.7,3258303
20-May-14,2028,2160,2028,2068.2,2351057
21-May-14,2061.2,2089,2055.8,2082.85,2058473
22-May-14,2096.75,2124,2075.1,2111.95,2108421
23-May-14,2119,2149,2096,2127.9,1547390
26-May-14,2149,2169.6,2133.6,2154,1325425
27-May-14,2160.15,2184.6,2118,2131.45,897547
28-May-14,2140,2158.75,2122.45,2150.55,943744
29-May-14,2145,2180,2135.2,2159.95,1410355
30-May-14,2158.8,2167,2130.15,2141.35,1292824
2-Jun-14,2144,2157.75,2116.05,2129.85,547579
3-Jun-14,2129.85,2138,2105.2,2128.6,1242314
4-Jun-14,2130,2134.9,2077,2089.25,1070531
5-Jun-14,2083.1,2116.4,2068,2104.15,2174235
6-Jun-14,2100.15,2107.8,2056,2084.25,1680793
9-Jun-14,2087,2118,2080,2113.8,1333098
10-Jun-14,2115,2160.95,2115,2158.15,1314034
11-Jun-14,2165,2214,2138.2,2206.95,1772281
12-Jun-14,2249,2254,2183.8,2237.35,1367169
13-Jun-14,2238,2239,2185.05,2213.55,952011
16-Jun-14,2210,2276.95,2210,2269.75,1219953
17-Jun-14,2284.9,2297,2271,2279.85,959072
18-Jun-14,2293,2293,2221.3,2227.05,974412
19-Jun-14,2230,2289,2210.1,2276.05,948177
20-Jun-14,2284.9,2299,2262,2292.4,577837
23-Jun-14,2293,2299.9,2254.05,2268.85,631367
24-Jun-14,2269,2319.5,2255,2309.05,739550
25-Jun-14,2310,2320,2293,2310.55,514211
26-Jun-14,2296,2344.15,2291.15,2307.65,1018091
27-Jun-14,2317,2406.9,2315,2399.55,1529418
30-Jun-14,2400.55,2435,2376.6,2425.4,1073235
1-Jul-14,2418.9,2419,2382.3,2390.75,546395
2-Jul-14,2400,2411.75,2383.5,2401.6,453870
3-Jul-14,2399,2445,2392,2417.9,763381
4-Jul-14,2412.4,2425.5,2401,2410.5,268068
7-Jul-14,2420.05,2498,2410.4,2488.55,1102451
8-Jul-14,2484.95,2486.15,2433.25,2449.45,1250294
9-Jul-14,2470,2472.65,2381.6,2398.15,777121
10-Jul-14,2399.55,2419.6,2335,2351.8,995281
11-Jul-14,2371,2410,2361.1,2394.45,664723
14-Jul-14,2418.8,2439,2385.25,2426.25,793962
15-Jul-14,2426.2,2430,2393.75,2399.3,694828
16-Jul-14,2409.65,2424,2386.85,2401.85,703620
17-Jul-14,2410,2429.8,2375,2381.95,895110
18-Jul-14,2452,2485,2435,2441.2,1753744
21-Jul-14,2468,2469.85,2443.05,2463.75,490536
22-Jul-14,2465,2540,2461.9,2532.4,1199508
23-Jul-14,2540,2596.3,2532.3,2586.15,1032929
24-Jul-14,2594.9,2602,2567,2595.2,740709
25-Jul-14,2594,2614.35,2567,2605.75,903457
28-Jul-14,2577.15,2599.65,2555,2589.3,657461
30-Jul-14,2584.8,2610,2572.6,2595.05,949626
31-Jul-14,2575.1,2598,2569.25,2580.05,1203605
1-Aug-14,2575,2587.95,2510,2516.4,1190941
4-Aug-14,2532,2541.9,2488,2526.05,914318
5-Aug-14,2544.9,2545,2490.1,2523.7,702328
6-Aug-14,2516.15,2534.85,2490.25,2506.65,918781
7-Aug-14,2490,2495,2459.05,2469.8,836328
8-Aug-14,2465,2507.7,2465,2478.7,732395
11-Aug-14,2490.9,2495.55,2455,2468.4,645448
12-Aug-14,2489.9,2489.9,2440.2,2471.75,492276
13-Aug-14,2470,2530,2470,2500.05,1384189
14-Aug-14,2514,2532,2490.05,2499.75,789028
18-Aug-14,2491.05,2505,2470,2487.6,686630
19-Aug-14,2500,2504.9,2435,2438.5,1617078
20-Aug-14,2444.5,2455.05,2430.05,2436.2,1028379
21-Aug-14,2447,2460,2430,2432.45,1132725
22-Aug-14,2444,2468.2,2435.8,2464.2,1548119
25-Aug-14,2470,2528.5,2466.9,2522.05,1571756
26-Aug-14,2529,2550,2500,2533.8,907745
27-Aug-14,2534,2567.4,2514.05,2549.95,717730
28-Aug-14,2547,2549.3,2513,2522.35,883144
1-Sep-14,2525.4,2560,2523.05,2537.15,405074
2-Sep-14,2545.8,2554.8,2514.1,2537.9,703970
3-Sep-14,2539,2616,2539,2606.4,1530845
4-Sep-14,2622,2627.45,2577.45,2584.75,850799
5-Sep-14,2599.9,2621.8,2583.05,2598.6,733530
8-Sep-14,2612,2650,2599.05,2642.7,848671
9-Sep-14,2652,2667,2625.1,2631.25,709049
10-Sep-14,2638,2642.75,2591.2,2600.15,629384
11-Sep-14,2610,2624.4,2591.5,2598.35,537811
12-Sep-14,2610,2624.35,2593.2,2607.6,598105
15-Sep-14,2614,2618.6,2554,2558.3,575772
16-Sep-14,2566,2575,2544,2550.85,767804
17-Sep-14,2561,2604.75,2561,2591.2,828850
18-Sep-14,2591.7,2651.8,2581,2642.3,741539
19-Sep-14,2643,2740,2642,2714.2,1793932
22-Sep-14,2714,2734,2676.25,2721.8,499792
23-Sep-14,2724,2782.45,2683.3,2688.2,1027995
24-Sep-14,2693,2706.95,2632.75,2643,1221066
25-Sep-14,2660.95,2725,2660,2708.6,1236579
26-Sep-14,2710,2724.9,2670.1,2684,806356
29-Sep-14,2695.4,2775.45,2675.3,2767.95,1044767
30-Sep-14,2772.95,2776.65,2708.15,2736.6,1394477
1-Oct-14,2752,2802,2737,2775.6,1071011
7-Oct-14,2739.6,2839.7,2725.6,2731.35,1728837
8-Oct-14,2738,2739.95,2649.25,2683.2,981221
9-Oct-14,2708,2723.3,2686.5,2706.05,842588
10-Oct-14,2706,2727.45,2668.5,2678.5,1172181
13-Oct-14,2680,2724.8,2670,2716.55,1104766
14-Oct-14,2730,2735.7,2678.8,2699.2,1184703
16-Oct-14,2730,2758.6,2664.25,2678.1,1924007
17-Oct-14,2475,2511.35,2430,2441.15,4946406
20-Oct-14,2490,2493.6,2417.95,2423.3,1699621
21-Oct-14,2425.85,2443.75,2415,2433.4,975366
22-Oct-14,2485,2489,2445.1,2451.85,1033832
23-Oct-14,2465,2468,2455,2465.35,156299
27-Oct-14,2519,2519.7,2444.95,2457.15,1398604
28-Oct-14,2484.9,2484.9,2453.45,2478.6,1144979
29-Oct-14,2475,2514,2473,2506.05,1212508
30-Oct-14,2521.8,2574.9,2509,2558.2,2055646
31-Oct-14,2561,2620,2561,2607.85,1585035
3-Nov-14,2649,2649,2580.5,2590.35,1270816
5-Nov-14,2638,2638,2590,2599.5,1155321
7-Nov-14,2604.8,2615.7,2557,2572.85,1063370
10-Nov-14,2575.1,2582,2551,2569.65,770982
11-Nov-14,2578,2594,2555.4,2580.7,624970
12-Nov-14,2580,2611,2575,2591.75,660291
13-Nov-14,2595,2604.9,2565.15,2588.45,822770
14-Nov-14,2585.2,2611.15,2575,2606.45,728587
17-Nov-14,2595.1,2625,2592.25,2618.3,785276
18-Nov-14,2620,2626.65,2579.75,2585.85,733513
19-Nov-14,2598,2598,2557.45,2573.75,932873
20-Nov-14,2588,2610.25,2560.55,2605.45,897693
21-Nov-14,2608,2640,2586.65,2622.15,1000797
24-Nov-14,2622,2665,2622,2657.7,971383
25-Nov-14,2660,2679.4,2616,2636,1185842
26-Nov-14,2630.05,2656.35,2615,2627.3,792400
27-Nov-14,2627.3,2668,2625.3,2653.3,866209
28-Nov-14,2658.35,2691.9,2635.35,2643,994884
1-Dec-14,2650.5,2700,2645.25,2692.95,948177
2-Dec-14,2693,2710.95,2649.35,2657.3,718286
3-Dec-14,2671.9,2673.4,2618.5,2635.35,1547335
4-Dec-14,2664,2667,2629.9,2637.95,642654
5-Dec-14,2640.9,2649.8,2572.15,2578.95,1179838
8-Dec-14,2595,2595,2501.65,2512.8,1616287
9-Dec-14,2516,2559,2509.1,2514.85,1243970
10-Dec-14,2515,2531.9,2496.2,2507.9,1043985
11-Dec-14,2500.6,2522.9,2487,2492.15,969411
12-Dec-14,2500,2520,2422.65,2450.7,1190393
15-Dec-14,2384.9,2385,2352.25,2358.65,1743894
16-Dec-14,2350,2459.25,2345,2443.05,1669570
17-Dec-14,2453.4,2470,2405.25,2444.1,1143538
18-Dec-14,2455.1,2468.5,2434.8,2460.7,740722
19-Dec-14,2471.3,2523.75,2468,2510.55,951565
22-Dec-14,2526,2529,2474.4,2513.4,821977
23-Dec-14,2500,2536.65,2494.6,2516.7,633238
24-Dec-14,2515,2520.85,2465.65,2479.9,1644486
26-Dec-14,2486,2510,2465,2505,313103
29-Dec-14,2508,2536.95,2507,2522.9,389460
30-Dec-14,2525,2542.45,2516,2530.05,350671
31-Dec-14,2532.7,2566.4,2525,2558.25,786896
1-Jan-15,2567,2567,2541,2545.55,183415
2-Jan-15,2551,2590.95,2550.6,2579.45,462870
5-Jan-15,2581,2599.9,2524.65,2540.25,877121
6-Jan-15,2529.1,2529.1,2440,2446.6,1211892
7-Jan-15,2470,2479.15,2407.45,2417.7,1318166
8-Jan-15,2442.4,2449,2420.55,2443.8,782704
9-Jan-15,2455,2519.9,2450,2512.3,1598821
12-Jan-15,2517,2528,2480.25,2509.7,798003
13-Jan-15,2520,2530.4,2480.1,2497.9,734216
14-Jan-15,2516,2531.8,2500.5,2521.95,893548
15-Jan-15,2533,2581.75,2523.25,2539.1,2504960
