Date,Open,High,Low,Close,Volume
16-Jan-15,2543.7,2545,2484.3,2532.15,2646915
19-Jan-15,2536,2551,2503,2511,567537
20-Jan-15,2520,2530,2483.25,2500.45,1029283
21-Jan-15,2522,2522,2488.25,2513.8,1155240
22-Jan-15,2516.5,2521.25,2495.5,2513.55,1056607
23-Jan-15,2514,2532.05,2496.1,2503.6,1575190
27-Jan-15,2512.35,2515,2489.55,2502.05,1369368
28-Jan-15,2503,2544.9,2502.9,2539.6,1560990
29-Jan-15,2538,2568.7,2512.9,2544.65,1867196
30-Jan-15,2560.7,2575,2470,2482.05,2908701
2-Feb-15,2482,2521.45,2462.05,2514.2,1590901
3-Feb-15,2511.65,2565,2507.1,2558.25,1172527
4-Feb-15,2568,2571.7,2502.1,2514.3,1122709
5-Feb-15,2520,2591.7,2519,2552.4,2265084
6-Feb-15,2553,2594.8,2550.85,2575.75,1068208
9-Feb-15,2561.5,2569.1,2500,2512.9,1038216
10-Feb-15,2510,2526.25,2433,2441.15,1899527
11-Feb-15,2455.05,2487.25,2447.25,2459.9,1468761
12-Feb-15,2479.8,2479.8,2447,2462.15,1553990
13-Feb-15,2470,2547.75,2460.25,2538.75,2079163
16-Feb-15,2560,2595,2555,2584.8,1182196
18-Feb-15,2585.05,2643,2565.25,2635.65,1330007
19-Feb-15,2636,2687.3,2635,2681.05,1309001
20-Feb-15,2698.8,2698.8,2642.25,2675.55,900794
23-Feb-15,2671,2722,2671,2696.65,807446
24-Feb-15,2694,2730,2679,2704.75,1099961
25-Feb-15,2710,2722,2667.85,2672.2,883997
26-Feb-15,2679,2692.75,2625.35,2656.45,995997
27-Feb-15,2659.45,2675.75,2616.3,2662.35,1438688
28-Feb-15,2677,2687.1,2643,2675.25,589498
2-Mar-15,2679.7,2708.95,2652.55,2669.4,1088019
3-Mar-15,2682,2790,2676.15,2776,1712154
4-Mar-15,2788,2812.1,2715.65,2746,1931497
5-Mar-15,2750,2770.7,2681.05,2696.45,1086757
9-Mar-15,2640,2679.8,2610,2646.8,1441587
10-Mar-15,2648.9,2678.25,2595.25,2642.7,1518526
11-Mar-15,2642,2659.95,2597.8,2606.55,1120100
12-Mar-15,2623.9,2624.9,2590.1,2619.05,913818
13-Mar-15,2638,2639.95,2575,2582.35,793419
16-Mar-15,2585.2,2610,2552,2562.3,778148
17-Mar-15,2582.5,2606.7,2557.75,2583.7,633659
18-Mar-15,2590.95,2599.45,2551.7,2559.35,627585
19-Mar-15,2576,2605.85,2568.1,2596.25,1224482
20-Mar-15,2596,2618,2578.85,2610.95,981954
23-Mar-15,2616,2631,2606,2617.15,783304
24-Mar-15,2630,2637,2582.1,2591.3,1197439
25-Mar-15,2591.4,2614,2545.2,2573.75,1112429
26-Mar-15,2553.3,2586.7,2501,2513.1,1545821
27-Mar-15,2531,2571.9,2504.1,2514.8,1375888
30-Mar-15,2525,2569.9,2520,2564.15,669503
31-Mar-15,2569.45,2569.45,2521,2553.95,1213514
1-Apr-15,2558,2563.6,2522.25,2542.65,1037879
6-Apr-15,2558,2562.9,2500.1,2547.3,784271
7-Apr-15,2562.45,2599,2544,2585,943461
8-Apr-15,2594,2656.5,2590.85,2641.4,826067
9-Apr-15,2659,2687.45,2635.15,2664.55,1272225
10-Apr-15,2648.5,2670.8,2628,2653.75,907772
13-Apr-15,2664,2665,2628,2655.5,654321
15-Apr-15,2654.7,2713.9,2609.4,2627.75,1456967
16-Apr-15,2626.95,2627,2571.35,2582.8,1608785
17-Apr-15,2557.1,2560,2470,2474.85,4834371
20-Apr-15,2480.05,2483.9,2424.85,2428.8,1445361
21-Apr-15,2428.8,2452,2401,2427.05,1273016
22-Apr-15,2431.5,2473,2407.55,2445.1,2093406
23-Apr-15,2472,2479.8,2431.7,2457.25,2171495
24-Apr-15,2455.3,2514,2447.55,2493.05,1812579
27-Apr-15,2499.5,2520,2486,2500.2,1366526
28-Apr-15,2510,2510,2455.1,2495,1544149
29-Apr-15,2484,2495,2451.05,2487.3,1009810
30-Apr-15,2480,2490,2427.1,2463.7,1869027
4-May-15,2491,2504.8,2457.2,2481.55,945315
5-May-15,2501,2536.45,2500,2517.85,1627535
6-May-15,2515,2515,2455.8,2463.05,1697203
7-May-15,2464.9,2553.75,2453.7,2545.25,1602514
8-May-15,2560,2588,2516.3,2527.25,1501832
11-May-15,2535,2563.05,2525,2556,1286541
12-May-15,2560,2565,2513,2522.9,1233693
13-May-15,2547,2547,2480.45,2515.4,931887
14-May-15,2520,2520,2485,2499.25,654525
15-May-15,2515,2532.4,2501,2511.15,730727
18-May-15,2514.1,2525.25,2497.1,2520.4,2253876
19-May-15,2519.4,2530,2496.75,2512.7,978861
20-May-15,2520,2569.9,2516.9,2557.05,948907
21-May-15,2557,2580,2548.15,2555.5,789789
22-May-15,2550,2628.75,2539.25,2617.9,1345816
25-May-15,2620,2636.9,2585.7,2601,491489
26-May-15,2605,2623.25,2588.9,2608.85,980870
27-May-15,2608,2633.15,2592,2615.25,810345
28-May-15,2603.9,2623,2582.25,2609.5,1381804
29-May-15,2617,2648.6,2597.25,2610.3,2211766
1-Jun-15,2609.45,2647.1,2608.35,2617.75,441132
2-Jun-15,2616,2630,2590.5,2599.9,1967910
3-Jun-15,2604,2625.6,2590.5,2610.9,902342
4-Jun-15,2617.1,2622.8,2588.5,2605.65,2065734
5-Jun-15,2592,2609,2570,2575.85,1154267
8-Jun-15,2590,2590,2561.65,2577.45,785160
9-Jun-15,2585,2590,2551,2561.65,1289457
10-Jun-15,2566,2610,2563.8,2600.75,1381675
11-Jun-15,2605.5,2613,2556.75,2571.3,923668
12-Jun-15,2571.9,2588.95,2476.8,2505.8,1285728
15-Jun-15,2505.3,2520.45,2481,2504.8,1262588
16-Jun-15,2500,2519.3,2494.45,2512,633698
17-Jun-15,2521,2529.15,2501.8,2513.8,987860
18-Jun-15,2515,2546.3,2508,2530.05,1082523
19-Jun-15,2535,2555,2527.1,2549.55,999805
22-Jun-15,2547,2600,2547,2591.5,551001
23-Jun-15,2600,2608,2567.2,2574.6,449159
24-Jun-15,2580,2587.9,2558.85,2570.3,585123
25-Jun-15,2562,2573,2544.15,2550,965496
26-Jun-15,2550.2,2596.35,2550.2,2592.8,645051
29-Jun-15,2572,2604,2543.4,2592.9,686378
30-Jun-15,2585,2588.75,2540,2550.95,774976
1-Jul-15,2563.9,2608,2556.75,2593.1,639854
2-Jul-15,2600,2602.95,2571.05,2577.75,722940
3-Jul-15,2573.05,2610,2570,2603.9,481735
6-Jul-15,2580.3,2645,2580.3,2633.3,591169
7-Jul-15,2632.75,2646.9,2603,2616.25,821418
8-Jul-15,2597.95,2621.7,2580.5,2595.1,1333925
9-Jul-15,2595,2598.25,2506.65,2522.5,1967061
10-Jul-15,2559,2559,2455,2474.35,4131827
13-Jul-15,2475.4,2518.6,2475.4,2509.55,1140154
14-Jul-15,2511,2515,2490,2499.5,851637
15-Jul-15,2501,2549.95,2500,2545.75,1001830
16-Jul-15,2543.7,2558.85,2526.6,2540.2,728304
17-Jul-15,2546.8,2570.1,2543.3,2564.4,535263
20-Jul-15,2564,2583.9,2551.9,2579.15,426893
21-Jul-15,2576,2600.35,2555.1,2561.4,637250
22-Jul-15,2561,2569,2521.05,2528.05,660314
23-Jul-15,2517.5,2537.85,2483,2488.6,748390
24-Jul-15,2497.5,2516.5,2492.1,2505.15,787486
27-Jul-15,2488,2505,2481.15,2497.05,1001869
28-Jul-15,2499.5,2519,2492.15,2502.05,945594
29-Jul-15,2511,2515.05,2483.5,2506.75,1206659
30-Jul-15,2516.05,2516.8,2472.8,2480.65,1385287
31-Jul-15,2489.9,2519,2487,2510.75,981888
3-Aug-15,2503.4,2525,2500.9,2509.6,589662
4-Aug-15,2510.4,2523,2486,2508.9,1171346
5-Aug-15,2520,2550,2511,2547.15,494497
6-Aug-15,2565,2583,2550.1,2573.3,1105683
7-Aug-15,2573,2573,2547,2552.05,594253
10-Aug-15,2572,2589,2556.6,2572.1,715591
11-Aug-15,2578,2610,2542.1,2604.2,1100153
12-Aug-15,2603.1,2691.4,2602,2671.7,1739892
13-Aug-15,2670,2684,2556,2635.6,703213
14-Aug-15,2638,2719.35,2637.1,2703.2,1146982
17-Aug-15,2690.1,2696.8,2655,2684.75,386822
18-Aug-15,2706.9,2749.9,2690,2740.9,958463
19-Aug-15,2750,2752.85,2721.9,2733.6,845035
20-Aug-15,2745,2745,2672,2686.85,1174649
21-Aug-15,2712,2729.9,2655.1,2676.15,1768040
24-Aug-15,2639,2645,2569.1,2578.65,2346172
25-Aug-15,2587.9,2622,2535.5,2567.15,1962900
26-Aug-15,2558.05,2639,2511.95,2576.75,1608079
27-Aug-15,2614.9,2614.9,2545.8,2574.65,2632399
28-Aug-15,2609,2609,2557.7,2570.85,1372076
31-Aug-15,2590,2590,2531.05,2564.05,1846022
1-Sep-15,2556,2611.2,2530,2537.4,1493801
2-Sep-15,2559.7,2620.45,2548,2591.8,1882975
3-Sep-15,2596.1,2615,2576.25,2605.6,1132537
4-Sep-15,2611.4,2614.9,2539.15,2547.45,1213198
7-Sep-15,2553,2559.95,2532.7,2539.75,879592
8-Sep-15,2545,2564.1,2523.5,2540.3,893873
9-Sep-15,2562.95,2574,2544,2549.75,1022538
10-Sep-15,2542,2578.5,2527,2545.4,1332909
11-Sep-15,2546.5,2568.4,2540.6,2552,796336
14-Sep-15,2565,2565,2543,2551.65,794659
15-Sep-15,2551.65,2558.9,2536,2547.6,689950
16-Sep-15,2555,2565,2541.05,2550.35,878408
18-Sep-15,2565,2586,2539,2551.25,1227647
21-Sep-15,2550,2557.1,2533.2,2551.05,554420
22-Sep-15,2557.5,2572.4,2490,2526.8,1040623
23-Sep-15,2534.3,2557.75,2512.6,2532.65,614176
24-Sep-15,2535.5,2590,2529.9,2580.4,1177127
28-Sep-15,2594,2619,2579.5,2593.7,1183406
29-Sep-15,2583.35,2634,2569.85,2588.25,1662976
30-Sep-15,2643.7,2643.7,2570.95,2588.05,1684168
1-Oct-15,2599,2649.95,2592.2,2644.6,1417204
5-Oct-15,2652.7,2770,2652.7,2711.65,2403653
6-Oct-15,2725,2726,2684,2700,1989795
7-Oct-15,2693.95,2717,2646.95,2653.95,1032765
8-Oct-15,2670,2678.35,2620,2633.8,1178775
9-Oct-15,2650.5,2650.6,2608,2629.65,1124862
12-Oct-15,2655,2660.35,2587,2592.6,1227956
13-Oct-15,2602.8,2612,2567.6,2598.55,3089856
14-Oct-15,2548,2548,2480,2483.7,4168564
15-Oct-15,2490,2503.5,2465,2467.75,1607855
16-Oct-15,2480.9,2492,2470,2473.75,1166914
19-Oct-15,2490,2494.95,2455.85,2488.75,1565321
20-Oct-15,2496.25,2530,2495.6,2526.75,1347542
21-Oct-15,2535,2542,2522.25,2530,964844
23-Oct-15,2548,2548,2527.3,2537.15,1167699
26-Oct-15,2549,2549,2515.1,2536.55,707315
27-Oct-15,2530.05,2544.9,2520.35,2531.1,765210
28-Oct-15,2510.05,2533.55,2510.05,2529.1,627671
29-Oct-15,2533.55,2535.4,2490.05,2495.35,1565158
30-Oct-15,2500,2511.9,2485,2495.2,758348
2-Nov-15,2500,2522.8,2487.55,2517.35,659647
3-Nov-15,2528,2547.8,2518.5,2543.45,682453
4-Nov-15,2545,2547.2,2520,2533.8,495717
5-Nov-15,2530.8,2534.95,2480,2482.65,798049
6-Nov-15,2492,2518.25,2483.45,2505.75,454012
9-Nov-15,2495,2502.75,2468.6,2471.35,1010778
10-Nov-15,2472.95,2477,2450,2458.15,680960
11-Nov-15,2475,2475,2450,2468.8,67582
13-Nov-15,2438.05,2438.05,2386.55,2397.4,1371616
16-Nov-15,2390,2390,2356,2374.6,1021764
17-Nov-15,2380.5,2398.45,2375,2390.55,992514
18-Nov-15,2388.9,2388.9,2346,2351.45,760176
19-Nov-15,2365.35,2381.6,2352,2362.55,933453
20-Nov-15,2366.5,2423.55,2361.95,2398.35,1006063
23-Nov-15,2405.3,2413.4,2382.25,2391.05,544041
24-Nov-15,2380.05,2392.45,2365.5,2367.95,499320
26-Nov-15,2377.9,2382.4,2337.85,2345.55,1457646
27-Nov-15,2348,2359.45,2332.5,2353.35,868603
30-Nov-15,2365,2391.25,2350.15,2364.7,2050024
1-Dec-15,2362.9,2378.05,2357.05,2361.9,860997
2-Dec-15,2378,2378.1,2346.5,2365.2,820148
3-Dec-15,2360,2373,2347,2350.75,1141679
4-Dec-15,2340,2347.3,2321.1,2328.4,623046
7-Dec-15,2332.2,2343.9,2315.25,2319.8,691302
8-Dec-15,2319.4,2349,2317.3,2329,569982
9-Dec-15,2337.9,2372.8,2320,2367.65,2641403
10-Dec-15,2369,2391.2,2352,2384.55,861994
11-Dec-15,2383,2391.95,2363.25,2386,826189
14-Dec-15,2335.2,2387,2330.6,2378.45,1359266
15-Dec-15,2378.45,2385,2363.05,2375.85,567934
16-Dec-15,2384,2414.5,2384,2408.4,717967
17-Dec-15,2415,2445,2393.35,2439.75,809422
18-Dec-15,2420,2434.2,2400.65,2416.8,1512485
21-Dec-15,2419.95,2450,2406.85,2446.4,805052
22-Dec-15,2440,2440,2400,2405.05,780429
23-Dec-15,2415,2435,2410.55,2425.8,424917
24-Dec-15,2421,2438.2,2404,2434.25,421580
28-Dec-15,2428,2466.4,2420.2,2462.7,1852099
29-Dec-15,2458.35,2465.3,2445.75,2455.8,854262
30-Dec-15,2453.05,2459,2412.3,2418.3,802881
31-Dec-15,2415.75,2448.5,2407.5,2436.85,620159
1-Jan-16,2439,2439,2412.25,2416.4,356131
4-Jan-16,2410.15,2414,2366.05,2369.6,935092
5-Jan-16,2385,2386.6,2341,2348.95,1339010
6-Jan-16,2350.2,2386.15,2350.2,2381.6,1326614
7-Jan-16,2370,2382.9,2360,2371.25,1599790
8-Jan-16,2385,2407.35,2372.5,2397.6,953772
11-Jan-16,2382.5,2384,2348.85,2362.35,1465114
12-Jan-16,2362.7,2365,2301.6,2327.05,1741297
13-Jan-16,2317,2327,2255.1,2279.2,2373046
14-Jan-16,2273,2298.9,2250,2278.8,1371026
15-Jan-16,2288.85,2291.7,2255,2261.1,1634704
18-Jan-16,2262,2291.9,2260,2277.65,1106961
19-Jan-16,2277,2300,2268.3,2279.3,483955
20-Jan-16,2273.8,2285,2243,2280.1,807977
21-Jan-16,2285,2289.9,2245.75,2254.5,1337768
22-Jan-16,2273,2302.05,2260,2295.75,671589
25-Jan-16,2301.9,2339,2291.5,2304.65,698780
27-Jan-16,2302,2329.95,2281.9,2319.75,813493
28-Jan-16,2315.5,2348.9,2308.05,2331.2,1553330
29-Jan-16,2358.7,2400,2335.05,2391.3,1117872
1-Feb-16,2391.1,2412.95,2359,2402.7,747637
2-Feb-16,2409,2433,2379.7,2398.1,737794
3-Feb-16,2387.5,2429.9,2360.3,2416.3,654346
4-Feb-16,2421.9,2440,2402,2420.05,625023
5-Feb-16,2408.1,2439.95,2408.1,2421.95,701498
8-Feb-16,2400,2412.05,2347,2362.95,531829
9-Feb-16,2333.6,2333.6,2255.6,2281.4,1244805
10-Feb-16,2275,2289.9,2258.1,2268.8,945366
11-Feb-16,2280,2289,2171.65,2197.95,981204
12-Feb-16,2200,2243.4,2164,2226.6,1086284
15-Feb-16,2250,2306.85,2240,2269.15,1239856
16-Feb-16,2266,2282,2243,2265.55,794351
17-Feb-16,2265,2279.65,2246.4,2275.55,792589
18-Feb-16,2285,2319.75,2278,2315.85,764570
19-Feb-16,2307.35,2327,2305.45,2319.65,439506
22-Feb-16,2320.25,2343,2305,2315.9,662442
23-Feb-16,2310.25,2319.9,2256.75,2264,653426
24-Feb-16,2262.45,2262.45,2201.2,2210.95,829664
25-Feb-16,2219.8,2228,2185.65,2212.85,915278
26-Feb-16,2229.7,2256.9,2199.6,2210.5,768768
29-Feb-16,2237,2237,2115,2176.8,1095859
1-Mar-16,2193,2285.1,2162,2276.65,999880
2-Mar-16,2305,2330,2256.25,2318.85,763743
3-Mar-16,2336,2391,2301,2373.15,1324142
4-Mar-16,2380,2380,2349.55,2357.55,756483
8-Mar-16,2342.1,2367,2304.2,2354.3,634076
9-Mar-16,2341,2369.4,2295.15,2357.25,1008892
10-Mar-16,2356.05,2359.85,2314.95,2348.3,830833
11-Mar-16,2340,2390.85,2335,2365.25,765264
14-Mar-16,2362,2398,2340,2355,818371
15-Mar-16,2349.05,2363.5,2320.1,2329.9,811678
16-Mar-16,2315,2332,2306.9,2327.05,959123
17-Mar-16,2334,2361.8,2332,2352.05,1110544
18-Mar-16,2360,2430,2360,2425.85,1602035
21-Mar-16,2426,2454.95,2420,2446.25,1168491
22-Mar-16,2442,2485,2436.5,2473.1,975992
23-Mar-16,2487.9,2487.9,2457.3,2473.8,1139217
28-Mar-16,2491,2517.15,2461.55,2473.4,1660441
29-Mar-16,2478,2486.95,2455,2469.4,919398
30-Mar-16,2470.9,2505,2460,2489.5,1068252
31-Mar-16,2478.3,2550,2472.15,2520.3,2181982
1-Apr-16,2505,2520.85,2434.1,2453.9,1520700
4-Apr-16,2456,2488,2447,2471.25,876176
5-Apr-16,2470.8,2484.9,2442.05,2462.75,745897
6-Apr-16,2470,2489,2459.35,2481.9,881575
7-Apr-16,2480,2484.7,2457,2470.8,1195471
8-Apr-16,2466,2473.7,2427,2432.05,699750
11-Apr-16,2433,2517,2413,2506.65,1200324
12-Apr-16,2498,2525,2488.1,2518.15,651814
13-Apr-16,2530,2545,2512.5,2526.2,800734
18-Apr-16,2453,2553.5,2440,2519.75,3560752
20-Apr-16,2534.9,2534.9,2440,2450.35,3202512
21-Apr-16,2451,2467.4,2412.2,2424.4,1262862
22-Apr-16,2419,2435.4,2404.2,2417.05,982063
25-Apr-16,2402.3,2457.05,2402.3,2451.25,1133827
26-Apr-16,2449,2493.5,2442,2489.8,1277184
27-Apr-16,2480,2514.6,2475.9,2511.1,924335
28-Apr-16,2501.3,2540,2498.1,2527.75,2496372
29-Apr-16,2517,2542,2510,2535.5,1186089
2-May-16,2529,2530,2500,2526.7,558346
3-May-16,2525,2530,2472,2478.1,1076559
4-May-16,2473.9,2494.05,2457,2478,682446
5-May-16,2478,2489.95,2463.55,2470.3,623283
6-May-16,2465,2484.3,2431,2473.4,442799
9-May-16,2473.4,2518,2456.4,2512.55,910638
10-May-16,2515,2533.95,2496,2522.9,579267
11-May-16,2500,2525.6,2490,2518.3,799358
12-May-16,2520.55,2569.9,2520.55,2566.2,756541
13-May-16,2565,2566,2510.15,2523.4,810865
16-May-16,2538,2564.8,2522.5,2551.15,555763
17-May-16,2564.2,2591.25,2552,2570.2,878349
18-May-16,2565.85,2565.85,2526.05,2551.1,750370
19-May-16,2555,2560,2526.1,2556.95,519396
20-May-16,2542.3,2565.8,2522.8,2529.3,615459
23-May-16,2544,2545.9,2480.2,2491.45,766508
24-May-16,2484,2488.25,2459.6,2467.7,669579
25-May-16,2481,2532.95,2481,2526.45,774339
26-May-16,2530,2564.9,2505.1,2548.7,971624
27-May-16,2553.15,2579.85,2550.6,2572.65,552338
30-May-16,2583,2641.95,2582,2636.4,674732
31-May-16,2640,2647,2562,2569.4,1861304
1-Jun-16,2571.2,2645,2571,2633.55,955971
2-Jun-16,2600,2654.3,2600,2650.15,704378
3-Jun-16,2651.4,2658,2620.5,2629.55,777461
6-Jun-16,2620.5,2639,2603.2,2612.5,661013
7-Jun-16,2614,2639,2613,2631.15,601097
8-Jun-16,2617.25,2628.55,2605.5,2613.1,469133
9-Jun-16,2622.4,2622.4,2555.2,2577.25,781069
10-Jun-16,2566,2603.25,2553.2,2555.75,698416
13-Jun-16,2540,2553.35,2518,2547,514989
14-Jun-16,2558.95,2558.95,2518.25,2534.85,488785
15-Jun-16,2530,2564.9,2522,2556.85,635422
16-Jun-16,2545.55,2564.7,2516.45,2558.3,572535
17-Jun-16,2559,2610,2559,2602.6,939494
20-Jun-16,2602.6,2668,2591.8,2659.3,936419
21-Jun-16,2663.5,2665,2641.4,2651.2,513845
22-Jun-16,2650,2677.7,2631.75,2667.65,880856
23-Jun-16,2655,2659.5,2625.3,2645.35,698507
24-Jun-16,2565.15,2593.2,2514.15,2573.95,1883293
27-Jun-16,2547,2547,2482.65,2495.85,2136283
28-Jun-16,2495.85,2502.9,2458.4,2463.95,2249762
29-Jun-16,2475,2512.5,2465.3,2502.9,1265632
30-Jun-16,2522,2562.9,2500.35,2553.1,2560906
1-Jul-16,2562,2564.6,2494.35,2500.85,1098648
4-Jul-16,2516,2525.85,2482,2494.2,941742
5-Jul-16,2494.2,2497.05,2477.15,2485.3,779874
7-Jul-16,2487.7,2491.85,2425,2429.8,1658400
8-Jul-16,2435,2442.05,2403.5,2426.6,1228178
11-Jul-16,2430,2471.8,2427,2464.15,771816
12-Jul-16,2471.7,2475,2435.85,2464.95,732768
13-Jul-16,2478,2499.25,2451.25,2493.1,1051150
14-Jul-16,2486,2529,2471,2521.9,1349994
15-Jul-16,2517,2527.8,2426.55,2445.35,4168183
18-Jul-16,2447,2469,2430.6,2433.45,1299425
19-Jul-16,2427.5,2472.8,2427.5,2466.2,1181448
20-Jul-16,2450,2502.5,2448.15,2494.95,1407626
21-Jul-16,2489.5,2519.5,2464.45,2506.05,1263574
22-Jul-16,2498.9,2524,2492,2515.1,758608
25-Jul-16,2512,2563.2,2505.8,2558.95,844398
26-Jul-16,2558.95,2568,2533,2552.6,1155645
27-Jul-16,2555,2580.4,2545,2577.55,875255
28-Jul-16,2580.5,2629.55,2577.05,2619.25,2316040
29-Jul-16,2614,2634.9,2599,2619.3,1244042
1-Aug-16,2632,2725,2632,2708.25,1980852
2-Aug-16,2702.9,2715.7,2689.8,2699.2,1289081
3-Aug-16,2686,2699,2649.05,2656.3,1147351
4-Aug-16,2670,2682.95,2636.25,2652,707708
5-Aug-16,2673.9,2684.3,2632,2649.1,934242
8-Aug-16,2640,2668,2629.05,2649.5,1029122
9-Aug-16,2658,2659.8,2578.85,2650.2,1130957
10-Aug-16,2651,2682,2648,2675.4,1031039
11-Aug-16,2665.55,2715,2665.55,2709.9,1116569
12-Aug-16,2705,2744.8,2702.05,2738.45,1163679
16-Aug-16,2738,2740,2673.85,2691.7,1591877
17-Aug-16,2699,2699,2618,2624.55,924283
18-Aug-16,2635,2657.55,2630.1,2638.55,646032
19-Aug-16,2640,2646.45,2600,2603.5,1208122
22-Aug-16,2588,2594.45,2536.3,2548.7,1132637
23-Aug-16,2544.95,2604.95,2540.2,2601.05,751687
24-Aug-16,2589.8,2602,2569.05,2572.05,558439
25-Aug-16,2580,2589.7,2526,2551.05,969845
26-Aug-16,2559.8,2572.55,2517.2,2524.95,625157
29-Aug-16,2534.95,2534.95,2466.75,2500.55,744364
30-Aug-16,2510,2549.8,2501.25,2544.15,722013
31-Aug-16,2550,2550,2500.85,2511.3,1615834
1-Sep-16,2524.9,2534.95,2487.05,2507.5,672868
2-Sep-16,2512,2519.4,2496.05,2514.8,871165
6-Sep-16,2519.9,2520.15,2480,2484.05,1119533
7-Sep-16,2499.7,2499.7,2423,2440.55,1927020
8-Sep-16,2360,2360,2284.75,2322.1,3510758
9-Sep-16,2329.7,2366.65,2320.05,2352.45,1371219
12-Sep-16,2337,2363.95,2324,2359.05,1012227
14-Sep-16,2362,2377.6,2310,2328.45,1034929
15-Sep-16,2339.95,2342.1,2316.75,2326.95,1409482
16-Sep-16,2336.7,2376,2320,2361.7,2179002
19-Sep-16,2365,2427,2350,2411.45,1401273
20-Sep-16,2411,2416.9,2385.4,2406.5,592276
21-Sep-16,2407.7,2424,2400.7,2413.4,839010
22-Sep-16,2425.25,2428,2371.1,2378,1428787
23-Sep-16,2382,2403.85,2371.15,2398.1,900363
26-Sep-16,2401.1,2419.1,2395,2401.1,876738
27-Sep-16,2401.1,2448,2401.1,2436.1,1019396
28-Sep-16,2431,2437.5,2415.2,2423.05,865664
29-Sep-16,2435,2456.5,2419.6,2437.8,1801979
30-Sep-16,2437.05,2449.8,2423.1,2430.8,1087682
3-Oct-16,2450,2457.65,2401.1,2411.7,909440
4-Oct-16,2420,2425.05,2398,2405.15,890359
5-Oct-16,2408,2415.4,2376.1,2386.35,588177
6-Oct-16,2395,2402.4,2372.75,2388.75,1133786
7-Oct-16,2388,2388,2358.2,2367.8,908256
10-Oct-16,2369.9,2386.9,2355.05,2380.3,601071
13-Oct-16,2363.3,2369.9,2320.9,2328.9,2586667
14-Oct-16,2315,2387,2291,2366.2,3870607
17-Oct-16,2368.9,2375.8,2344.4,2362.45,1364173
18-Oct-16,2376,2415.7,2354.8,2400.2,1064316
19-Oct-16,2401,2410,2370.3,2395.1,992529
20-Oct-16,2396.9,2409.35,2386,2401.15,632927
21-Oct-16,2400,2431.9,2398.25,2428.65,629830
24-Oct-16,2428.2,2434.9,2402.55,2427.7,626595
25-Oct-16,2405,2414.6,2381,2398.45,886233
26-Oct-16,2398.6,2402.75,2372.5,2396.25,718565
27-Oct-16,2379.7,2429.5,2365.5,2418.1,1470801
28-Oct-16,2410,2415.1,2388,2398.7,876051
30-Oct-16,2398.7,2408.95,2382,2391.05,42676
1-Nov-16,2399.7,2399.7,2334.15,2350,1467388
2-Nov-16,2341,2344,2295,2304.05,1162538
3-Nov-16,2294,2335,2284.5,2319.45,731655
4-Nov-16,2320,2336.15,2294,2330.55,591876
7-Nov-16,2337.9,2344.9,2260.05,2277.05,1024026
8-Nov-16,2280.45,2307,2260,2283.2,966817
9-Nov-16,2180,2275,2142.85,2169.85,2250113
10-Nov-16,2204.8,2217.5,2140.8,2155.45,1086213
11-Nov-16,2147.05,2147.05,2086.2,2101.15,1199212
15-Nov-16,2116.9,2157.55,2051.9,2121.3,3145162
16-Nov-16,2145.1,2208.9,2138,2189.6,2009979
17-Nov-16,2185,2208.6,2130.15,2137.2,1252344
18-Nov-16,2142,2150,2104.2,2125.1,1070267
21-Nov-16,2126.2,2140,2105,2132.9,896683
22-Nov-16,2132,2177.45,2122.05,2135,659430
23-Nov-16,2149,2162.95,2127.2,2156.35,637904
24-Nov-16,2154.9,2207.6,2137,2188.45,1513117
25-Nov-16,2212,2307.25,2192.2,2300.35,2138074
28-Nov-16,2294,2319.45,2251.9,2282.6,962148
29-Nov-16,2275,2292,2252.55,2259.85,721148
30-Nov-16,2265,2294.75,2242.3,2276.05,1722916
1-Dec-16,2277,2290,2254.05,2263.45,561526
2-Dec-16,2258,2270.8,2205.2,2221.85,999016
5-Dec-16,2229,2237.85,2170,2186,1124763
6-Dec-16,2190,2203.95,2169.9,2182.35,796722
7-Dec-16,2182.2,2184.45,2145.65,2154.55,1032853
8-Dec-16,2160.5,2199,2160,2195.75,1619773
9-Dec-16,2205,2219.9,2173.3,2195.25,794359
12-Dec-16,2194.8,2217.6,2163,2208.2,655879
13-Dec-16,2218,2218,2183,2200.3,1073767
14-Dec-16,2214,2224.7,2189,2207.6,935183
15-Dec-16,2202,2272.1,2202,2259.3,2147705
16-Dec-16,2277,2290,2252,2282.65,993615
19-Dec-16,2280,2297.7,2261.3,2288.9,667105
20-Dec-16,2292,2345,2287.05,2339.3,1461380
21-Dec-16,2343.8,2343.8,2305.6,2313.6,1017451
22-Dec-16,2306,2325,2286.2,2307.7,934150
23-Dec-16,2300,2317.75,2278.8,2288.1,559477
26-Dec-16,2266,2301.6,2266,2293.1,448704
27-Dec-16,2281.5,2330,2281.5,2323.4,647346
28-Dec-16,2326.7,2349.9,2303.15,2313.4,675209
29-Dec-16,2303,2359.9,2303,2351.7,981758
30-Dec-16,2354.9,2378.6,2345.65,2365.55,702874
2-Jan-17,2366.6,2375.1,2352.4,2361.35,411566
3-Jan-17,2361.25,2371.7,2343.3,2368.25,737662
4-Jan-17,2369.7,2388.85,2358.3,2379.5,710033
5-Jan-17,2384,2389.95,2320.4,2334.4,1108202
6-Jan-17,2321,2329.35,2257.1,2281.4,1504948
