"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","09-Oct-2012","       1292.70","       1297.90","       1298.80","       1285.00","       1295.00","       1294.85","       1292.43","     645577","           834363102.55","      27678","     324877","         50.32"
"TCS","EQ","10-Oct-2012","       1294.85","       1286.00","       1301.75","       1285.00","       1289.00","       1289.35","       1290.44","     581989","           751019857.70","      24202","     344430","         59.18"
"TCS","EQ","11-Oct-2012","       1289.35","       1290.25","       1301.55","       1286.05","       1291.80","       1289.45","       1293.31","     817763","          1057618344.00","      36946","     472623","         57.79"
"TCS","EQ","12-Oct-2012","       1289.45","       1278.80","       1313.65","       1273.20","       1295.25","       1298.45","       1295.65","    1234771","          1599828596.45","      53519","     558670","         45.24"
"TCS","EQ","15-Oct-2012","       1298.45","       1294.00","       1302.40","       1287.50","       1292.00","       1294.65","       1293.94","     407264","           526976151.50","      21452","     211771","         52.00"
"TCS","EQ","16-Oct-2012","       1294.65","       1297.00","       1310.20","       1287.80","       1287.90","       1295.90","       1301.00","     641372","           834424376.00","      31394","     322029","         50.21"
"TCS","EQ","17-Oct-2012","       1295.90","       1301.30","       1304.90","       1272.00","       1282.25","       1283.15","       1283.54","     798740","          1025217293.05","      42375","     411679","         51.54"
"TCS","EQ","18-Oct-2012","       1283.15","       1286.25","       1311.00","       1280.20","       1306.45","       1307.35","       1295.70","     723564","           937524831.50","      32691","     397407","         54.92"
"TCS","EQ","19-Oct-2012","       1307.35","       1309.00","       1311.40","       1282.00","       1290.15","       1289.70","       1294.96","    1412808","          1829528220.15","      55185","     681537","         48.24"
"TCS","EQ","22-Oct-2012","       1289.70","       1325.10","       1334.90","       1303.00","       1318.90","       1318.90","       1321.29","    2698671","          3565718336.40","      77386","    1259725","         46.68"
"TCS","EQ","23-Oct-2012","       1318.90","       1324.00","       1324.00","       1311.90","       1314.25","       1314.60","       1316.33","     568348","           748135174.85","      21203","     329351","         57.95"
"TCS","EQ","25-Oct-2012","       1314.60","       1315.00","       1323.90","       1304.25","       1318.00","       1315.35","       1315.79","    1127235","          1483201152.20","      38321","     688591","         61.09"
"TCS","EQ","26-Oct-2012","       1315.35","       1306.20","       1322.00","       1306.20","       1316.85","       1315.30","       1315.35","     523675","           688813840.70","      25695","     270134","         51.58"
"TCS","EQ","29-Oct-2012","       1315.30","       1311.00","       1319.80","       1300.80","       1308.75","       1308.40","       1308.96","     407814","           533811042.95","      23756","     230309","         56.47"
"TCS","EQ","30-Oct-2012","       1308.40","       1304.40","       1322.00","       1304.40","       1310.00","       1311.50","       1313.37","     402634","           528808323.25","      16295","     182496","         45.33"
"TCS","EQ","31-Oct-2012","       1311.50","       1309.10","       1316.80","       1304.00","       1315.20","       1315.50","       1312.07","     499768","           655730870.60","      17967","     320265","         64.08"
"TCS","EQ","01-Nov-2012","       1315.50","       1314.90","       1320.35","       1310.20","       1314.50","       1315.25","       1315.08","     789884","          1038763904.85","      23921","     622171","         78.77"
"TCS","EQ","02-Nov-2012","       1315.25","       1324.90","       1338.00","       1318.40","       1329.00","       1331.20","       1330.55","     836987","          1113656321.05","      27175","     515345","         61.57"
"TCS","EQ","05-Nov-2012","       1331.20","       1335.90","       1343.35","       1325.30","       1328.70","       1329.60","       1334.48","     611913","           816583314.70","      30214","     305731","         49.96"
"TCS","EQ","06-Nov-2012","       1329.60","       1325.00","       1337.40","       1319.45","       1320.00","       1320.55","       1325.89","     648733","           860145626.05","      27560","     445808","         68.72"
"TCS","EQ","07-Nov-2012","       1320.55","       1325.00","       1333.35","       1321.50","       1332.95","       1331.50","       1329.38","     529195","           703502445.45","      29016","     309772","         58.54"
"TCS","EQ","08-Nov-2012","       1331.50","       1324.00","       1334.70","       1316.60","       1331.00","       1331.20","       1328.38","     619522","           822957899.85","      30085","     432137","         69.75"
"TCS","EQ","09-Nov-2012","       1331.20","       1330.00","       1333.25","       1320.90","       1325.95","       1324.95","       1325.69","     355691","           471535504.25","      18400","     206726","         58.12"
"TCS","EQ","12-Nov-2012","       1324.95","       1320.00","       1348.00","       1320.00","       1330.50","       1334.50","       1337.33","     733391","           980785005.30","      41013","     473286","         64.53"
"TCS","EQ","13-Nov-2012","       1334.50","       1335.15","       1337.20","       1322.05","       1322.60","       1325.30","       1326.61","      71507","            94862070.45","       3256","      38753","         54.19"
"TCS","EQ","15-Nov-2012","       1325.30","       1320.10","       1322.00","       1291.00","       1293.70","       1294.15","       1301.51","     867701","          1129323233.35","      72342","     619223","         71.36"
"TCS","EQ","16-Nov-2012","       1294.15","       1299.80","       1306.80","       1280.10","       1282.00","       1286.80","       1294.78","     799445","          1035102451.40","      48192","     531843","         66.53"
"TCS","EQ","19-Nov-2012","       1286.80","       1290.10","       1295.00","       1258.50","       1263.30","       1262.35","       1269.03","     838143","          1063628314.65","      48054","     567420","         67.70"
"TCS","EQ","20-Nov-2012","       1262.35","       1275.00","       1282.90","       1256.05","       1281.10","       1272.80","       1268.39","     628020","           796574738.80","      55714","     343210","         54.65"
"TCS","EQ","21-Nov-2012","       1272.80","       1276.25","       1294.70","       1276.25","       1279.00","       1282.20","       1284.27","     470872","           604724570.10","      21217","     228837","         48.60"
"TCS","EQ","22-Nov-2012","       1282.20","       1282.10","       1284.10","       1271.00","       1278.70","       1276.45","       1276.65","     305812","           390415592.05","      26580","     160830","         52.59"
"TCS","EQ","23-Nov-2012","       1276.45","       1282.00","       1291.40","       1271.25","       1287.10","       1288.60","       1283.43","     374838","           481077108.85","      34484","     218754","         58.36"
"TCS","EQ","26-Nov-2012","       1288.60","       1288.00","       1295.70","       1285.00","       1294.00","       1293.70","       1291.82","     228167","           294751077.10","      21552","     123628","         54.18"
"TCS","EQ","27-Nov-2012","       1293.70","       1299.90","       1299.90","       1288.30","       1296.50","       1295.20","       1295.76","     669080","           866963939.35","      71825","     461144","         68.92"
"TCS","EQ","29-Nov-2012","       1295.20","       1310.00","       1312.00","       1292.35","       1299.50","       1298.10","       1299.12","    1735289","          2254345640.25","      62397","     960972","         55.38"
"TCS","EQ","30-Nov-2012","       1298.10","       1295.00","       1325.00","       1291.10","       1319.05","       1314.00","       1304.32","    1789647","          2334273840.25","      52428","    1261868","         70.51"
"TCS","EQ","03-Dec-2012","       1314.00","       1315.00","       1322.00","       1305.20","       1317.05","       1316.80","       1313.56","     659756","           866628399.20","      43119","     410742","         62.26"
"TCS","EQ","04-Dec-2012","       1316.80","       1315.10","       1321.80","       1292.90","       1292.90","       1299.45","       1301.61","     797560","          1038111370.10","      38753","     547302","         68.62"
"TCS","EQ","05-Dec-2012","       1299.45","       1300.00","       1307.55","       1288.60","       1300.00","       1297.90","       1296.39","     895029","          1160305232.35","      29795","     577832","         64.56"
"TCS","EQ","06-Dec-2012","       1297.90","       1295.00","       1295.00","       1269.00","       1279.05","       1280.70","       1275.74","    1185046","          1511812630.20","      71738","     818716","         69.09"
"TCS","EQ","07-Dec-2012","       1280.70","       1276.65","       1280.70","       1257.05","       1264.00","       1264.15","       1269.92","     978607","          1242755523.85","      51467","     684115","         69.91"
"TCS","EQ","10-Dec-2012","       1264.15","       1262.10","       1266.80","       1231.20","       1239.00","       1237.20","       1243.64","    1514715","          1883758173.30","      52948","     984018","         64.96"
"TCS","EQ","11-Dec-2012","       1237.20","       1235.00","       1243.00","       1210.35","       1218.25","       1219.70","       1228.32","    2463457","          3025912614.10","      70374","    1872292","         76.00"
"TCS","EQ","12-Dec-2012","       1219.70","       1224.90","       1241.00","       1221.10","       1223.90","       1225.80","       1230.78","    1243974","          1531059496.20","      46290","     875189","         70.35"
"TCS","EQ","13-Dec-2012","       1225.80","       1230.10","       1234.60","       1217.10","       1217.85","       1222.55","       1226.62","    1148581","          1408872444.45","      75390","     859644","         74.84"
"TCS","EQ","14-Dec-2012","       1222.55","       1217.00","       1245.00","       1216.15","       1239.10","       1242.90","       1237.95","    1098407","          1359768587.75","      67398","     774924","         70.55"
"TCS","EQ","17-Dec-2012","       1242.90","       1239.15","       1248.90","       1202.10","       1205.85","       1205.50","       1214.54","    2241449","          2722323180.45","     123929","    1686553","         75.24"
"TCS","EQ","18-Dec-2012","       1205.50","       1214.70","       1225.00","       1197.00","       1210.25","       1210.65","       1206.56","    2344241","          2828469285.50","      88425","    1663704","         70.97"
"TCS","EQ","19-Dec-2012","       1210.65","       1216.10","       1236.55","       1216.10","       1232.55","       1232.65","       1231.54","    3321030","          4089978164.65","      67172","    2920216","         87.93"
"TCS","EQ","20-Dec-2012","       1232.65","       1227.15","       1255.00","       1227.15","       1251.50","       1252.05","       1244.74","    1157015","          1440182652.75","      95877","     859133","         74.25"
"TCS","EQ","21-Dec-2012","       1252.05","       1250.00","       1264.40","       1237.70","       1258.00","       1258.70","       1256.81","    1228984","          1544598635.05","      45068","     817522","         66.52"
"TCS","EQ","24-Dec-2012","       1258.70","       1262.00","       1271.10","       1260.10","       1263.20","       1266.20","       1266.99","     627409","           794922930.60","      20423","     422728","         67.38"
"TCS","EQ","26-Dec-2012","       1266.20","       1267.00","       1269.15","       1255.30","       1264.80","       1262.20","       1261.61","     717629","           905366455.10","      30470","     505716","         70.47"
"TCS","EQ","27-Dec-2012","       1262.20","       1264.90","       1264.90","       1247.65","       1250.10","       1250.95","       1253.15","     997079","          1249487744.60","      22875","     747304","         74.95"
"TCS","EQ","28-Dec-2012","       1250.95","       1254.00","       1272.00","       1250.75","       1269.00","       1267.50","       1261.76","     750811","           947342556.85","      28226","     490551","         65.34"
"TCS","EQ","31-Dec-2012","       1267.50","       1261.00","       1265.60","       1252.00","       1253.75","       1255.85","       1257.20","     352085","           442639903.30","      13517","     207246","         58.86"
"TCS","EQ","01-Jan-2013","       1255.85","       1266.95","       1267.90","       1260.00","       1262.30","       1264.15","       1264.08","     254790","           322075423.15","       9785","     113202","         44.43"
"TCS","EQ","02-Jan-2013","       1264.15","       1267.00","       1272.40","       1255.55","       1262.95","       1263.30","       1264.24","     940123","          1188537322.75","      48187","     665776","         70.82"
"TCS","EQ","03-Jan-2013","       1263.30","       1265.00","       1284.00","       1259.95","       1282.90","       1280.60","       1276.67","    1317565","          1682101112.85","      42033","     895300","         67.95"
"TCS","EQ","04-Jan-2013","       1280.60","       1285.00","       1301.00","       1280.90","       1299.00","       1299.20","       1292.63","    2614380","          3379416657.40","      69757","    2071641","         79.24"
"TCS","EQ","07-Jan-2013","       1299.20","       1300.00","       1304.00","       1290.25","       1295.00","       1294.85","       1296.12","     910376","          1179960935.00","      51121","     712236","         78.24"
"TCS","EQ","08-Jan-2013","       1294.85","       1295.00","       1304.30","       1294.30","       1300.50","       1300.25","       1299.83","    1170935","          1522020959.55","      70267","     897889","         76.68"
"TCS","EQ","09-Jan-2013","       1300.25","       1301.00","       1307.40","       1273.15","       1277.00","       1276.60","       1284.34","    1567949","          2013777948.85","      59377","    1254975","         80.04"
"TCS","EQ","10-Jan-2013","       1276.60","       1279.90","       1282.10","       1255.30","       1269.00","       1258.40","       1265.53","    2261419","          2861903596.25","     118083","    1785259","         78.94"
"TCS","EQ","11-Jan-2013","       1258.40","       1290.00","       1322.50","       1290.00","       1305.80","       1306.35","       1305.15","    3902503","          5093369459.20","     110429","    2486219","         63.71"
"TCS","EQ","14-Jan-2013","       1306.35","       1319.00","       1348.45","       1307.35","       1335.60","       1334.50","       1333.24","    2895112","          3859884092.10","     102268","     990412","         34.21"
"TCS","EQ","15-Jan-2013","       1334.50","       1390.00","       1400.00","       1327.00","       1338.05","       1337.45","       1364.59","    4131489","          5637774537.15","     143245","    1438302","         34.81"
"TCS","EQ","16-Jan-2013","       1337.45","       1336.90","       1355.00","       1309.00","       1344.90","       1347.75","       1334.25","    2054746","          2741536392.10","     101943","     956837","         46.57"
"TCS","EQ","17-Jan-2013","       1347.75","       1349.70","       1371.80","       1343.00","       1360.75","       1362.00","       1362.88","    1514272","          2063776655.25","      64029","     910420","         60.12"
"TCS","EQ","18-Jan-2013","       1362.00","       1362.50","       1366.05","       1338.05","       1350.95","       1351.00","       1352.62","     720235","           974202808.25","      27725","     437321","         60.72"
"TCS","EQ","21-Jan-2013","       1351.00","       1352.50","       1354.90","       1327.10","       1330.80","       1330.00","       1335.87","     630019","           841624091.25","      28024","     386965","         61.42"
"TCS","EQ","22-Jan-2013","       1330.00","       1326.00","       1331.70","       1308.10","       1314.80","       1317.50","       1323.02","     693315","           917268599.30","      21665","     395165","         57.00"
"TCS","EQ","23-Jan-2013","       1317.50","       1315.75","       1323.75","       1298.40","       1312.00","       1311.95","       1309.10","     938827","          1229018649.60","      45834","     597117","         63.60"
"TCS","EQ","24-Jan-2013","       1311.95","       1305.00","       1336.90","       1305.00","       1330.00","       1328.55","       1329.53","    1749235","          2325668647.50","      43901","    1403324","         80.23"
"TCS","EQ","25-Jan-2013","       1328.55","       1323.75","       1345.00","       1323.75","       1343.00","       1340.50","       1339.87","     760550","          1019039124.20","      32918","     527076","         69.30"
"TCS","EQ","28-Jan-2013","       1340.50","       1340.30","       1349.95","       1337.95","       1345.15","       1345.05","       1345.16","    1214077","          1633131850.20","      25501","    1054126","         86.83"
"TCS","EQ","29-Jan-2013","       1345.05","       1341.20","       1356.55","       1340.30","       1343.55","       1344.95","       1347.29","     865902","          1166622532.95","      30894","     679470","         78.47"
"TCS","EQ","30-Jan-2013","       1344.95","       1341.00","       1349.85","       1335.80","       1342.00","       1346.15","       1345.73","    1139572","          1533551208.15","      38454","    1024786","         89.93"
"TCS","EQ","31-Jan-2013","       1346.15","       1348.85","       1352.45","       1326.40","       1343.10","       1344.15","       1344.12","    2156584","          2898699643.60","      46346","    1903884","         88.28"
"TCS","EQ","01-Feb-2013","       1344.15","       1344.00","       1352.00","       1342.15","       1347.90","       1348.10","       1348.12","     742270","          1000669689.55","      22910","     607667","         81.87"
"TCS","EQ","04-Feb-2013","       1348.10","       1349.00","       1367.80","       1345.15","       1352.00","       1356.35","       1356.73","    1243652","          1687301551.35","      47857","     908951","         73.09"
"TCS","EQ","05-Feb-2013","       1356.35","       1345.10","       1365.00","       1345.10","       1361.15","       1360.05","       1360.10","    1080997","          1470264310.35","      43720","     891111","         82.43"
"TCS","EQ","06-Feb-2013","       1360.05","       1362.50","       1375.90","       1362.00","       1368.00","       1370.55","       1367.70","    1786853","          2443883403.85","      33018","    1562120","         87.42"
"TCS","EQ","07-Feb-2013","       1370.55","       1361.00","       1390.00","       1361.00","       1386.00","       1387.15","       1380.15","    1306391","          1803012810.30","      51837","    1013478","         77.58"
"TCS","EQ","08-Feb-2013","       1387.15","       1386.00","       1437.00","       1385.10","       1418.10","       1422.60","       1419.74","    3486809","          4950367617.65","      80670","    2663305","         76.38"
"TCS","EQ","11-Feb-2013","       1422.60","       1424.00","       1428.90","       1412.25","       1413.00","       1414.70","       1417.33","    1156063","          1638526888.00","      43496","     886168","         76.65"
"TCS","EQ","12-Feb-2013","       1414.70","       1409.05","       1415.00","       1401.85","       1410.00","       1410.05","       1409.96","    1112751","          1568931224.10","      41780","     948969","         85.28"
"TCS","EQ","13-Feb-2013","       1410.05","       1409.80","       1441.65","       1405.10","       1433.50","       1435.40","       1435.36","    1911333","          2743448325.95","      68164","    1457054","         76.23"
"TCS","EQ","14-Feb-2013","       1435.40","       1430.10","       1455.80","       1429.00","       1444.65","       1447.70","       1448.90","    1473479","          2134921397.80","      43194","    1120153","         76.02"
"TCS","EQ","15-Feb-2013","       1447.70","       1444.00","       1451.80","       1430.65","       1440.00","       1442.15","       1444.23","     910395","          1314816615.80","      44877","     678364","         74.51"
"TCS","EQ","18-Feb-2013","       1442.15","       1440.10","       1441.90","       1420.00","       1421.45","       1425.35","       1428.73","     476043","           680138679.95","      17301","     295060","         61.98"
"TCS","EQ","19-Feb-2013","       1425.35","       1421.60","       1448.90","       1412.70","       1445.30","       1443.55","       1431.43","     372147","           532703955.25","      22479","     151275","         40.65"
"TCS","EQ","20-Feb-2013","       1443.55","       1441.50","       1457.00","       1441.50","       1450.00","       1452.80","       1452.73","    1130759","          1642686705.45","      30950","     870922","         77.02"
"TCS","EQ","21-Feb-2013","       1452.80","       1440.70","       1456.85","       1440.70","       1450.85","       1451.05","       1450.87","    1924573","          2792296665.15","      32323","    1696826","         88.17"
"TCS","EQ","22-Feb-2013","       1451.05","       1450.00","       1464.05","       1442.30","       1456.50","       1455.10","       1454.89","     655347","           953455933.40","      40970","     394452","         60.19"
"TCS","EQ","25-Feb-2013","       1455.10","       1453.00","       1475.00","       1451.50","       1475.00","       1473.70","       1469.46","     865015","          1271104108.75","      61029","     605940","         70.05"
"TCS","EQ","26-Feb-2013","       1473.70","       1467.00","       1499.95","       1466.00","       1499.50","       1496.40","       1487.03","    1426835","          2121744401.80","      72921","    1063138","         74.51"
"TCS","EQ","27-Feb-2013","       1496.40","       1495.25","       1503.05","       1477.30","       1483.00","       1483.20","       1485.18","    1278341","          1898561102.75","      60897","    1027086","         80.35"
"TCS","EQ","28-Feb-2013","       1483.20","       1486.25","       1525.00","       1485.25","       1520.70","       1517.00","       1507.97","    2299712","          3467898357.60","      82632","    1551643","         67.47"
"TCS","EQ","01-Mar-2013","       1517.00","       1515.10","       1516.00","       1498.00","       1498.10","       1501.85","       1502.52","    1268663","          1906193515.60","      70071","     909350","         71.68"
"TCS","EQ","04-Mar-2013","       1501.85","       1491.00","       1519.90","       1491.00","       1519.90","       1513.20","       1507.13","    1568038","          2363233913.10","      89306","    1182136","         75.39"
"TCS","EQ","05-Mar-2013","       1513.20","       1517.00","       1543.00","       1508.60","       1539.85","       1540.15","       1533.97","    1720027","          2638469406.80","      61511","    1315397","         76.48"
"TCS","EQ","06-Mar-2013","       1540.15","       1536.15","       1565.50","       1536.15","       1565.50","       1561.20","       1551.30","    1149755","          1783616082.35","      46422","     823184","         71.60"
"TCS","EQ","07-Mar-2013","       1561.20","       1561.00","       1597.60","       1559.35","       1589.70","       1589.90","       1583.32","    1954351","          3094372713.55","     108998","    1349835","         69.07"
"TCS","EQ","08-Mar-2013","       1589.90","       1590.00","       1595.65","       1574.90","       1582.35","       1583.15","       1582.78","    2170751","          3435827668.95","     106027","    1680779","         77.43"
"TCS","EQ","11-Mar-2013","       1583.15","       1575.00","       1589.55","       1556.65","       1560.50","       1566.20","       1569.85","    1110665","          1743572634.70","      46656","     791196","         71.24"
"TCS","EQ","12-Mar-2013","       1566.20","       1558.00","       1567.95","       1548.00","       1564.10","       1560.50","       1554.80","     904726","          1406664626.80","      29418","     551028","         60.91"
"TCS","EQ","13-Mar-2013","       1560.50","       1556.05","       1558.70","       1548.00","       1552.90","       1551.70","       1551.46","     897248","          1392040590.65","      31687","     611512","         68.15"
"TCS","EQ","14-Mar-2013","       1551.70","       1557.00","       1577.00","       1543.80","       1567.65","       1567.70","       1556.11","    1525609","          2374011174.00","      49526","    1116506","         73.18"
"TCS","EQ","15-Mar-2013","       1567.70","       1572.00","       1580.40","       1560.60","       1567.25","       1570.25","       1571.37","    2106199","          3309615937.45","      73258","    1385434","         65.78"
"TCS","EQ","18-Mar-2013","       1570.25","       1559.85","       1573.65","       1554.40","       1568.00","       1566.95","       1564.93","     847494","          1326269845.25","      32094","     630660","         74.41"
"TCS","EQ","19-Mar-2013","       1566.95","       1564.50","       1564.50","       1540.45","       1541.90","       1546.75","       1548.47","    1869955","          2895560617.05","      36839","    1510704","         80.79"
"TCS","EQ","20-Mar-2013","       1546.75","       1540.00","       1572.65","       1539.95","       1562.00","       1557.65","       1557.99","    2084068","          3246947975.25","      92043","    1549547","         74.35"
"TCS","EQ","21-Mar-2013","       1557.65","       1563.00","       1574.40","       1553.70","       1566.80","       1559.95","       1565.67","     832302","          1303109149.00","      66473","     516107","         62.01"
"TCS","EQ","22-Mar-2013","       1559.95","       1561.40","       1562.10","       1532.00","       1534.00","       1542.15","       1546.93","    1357228","          2099535566.10","      47896","    1034216","         76.20"
"TCS","EQ","25-Mar-2013","       1542.15","       1548.50","       1552.00","       1528.40","       1547.00","       1543.35","       1541.92","     928658","          1431916781.30","      44079","     668814","         72.02"
"TCS","EQ","26-Mar-2013","       1543.35","       1540.10","       1570.00","       1536.15","       1559.00","       1556.35","       1557.67","     890768","          1387522016.50","      40015","     519995","         58.38"
"TCS","EQ","28-Mar-2013","       1556.35","       1556.00","       1583.40","       1541.65","       1571.95","       1575.75","       1561.68","    1532831","          2393788393.70","      66151","    1111566","         72.52"
"TCS","EQ","01-Apr-2013","       1575.75","       1565.00","       1573.70","       1551.25","       1552.10","       1556.85","       1561.62","     484406","           756459959.70","      19638","     256578","         52.97"
"TCS","EQ","02-Apr-2013","       1556.85","       1556.00","       1571.20","       1541.25","       1568.00","       1567.35","       1557.43","     565166","           880205208.70","      34426","     315900","         55.90"
"TCS","EQ","03-Apr-2013","       1567.35","       1570.00","       1575.00","       1531.00","       1545.80","       1543.40","       1555.41","     479966","           746543574.25","      25227","     305025","         63.55"
"TCS","EQ","04-Apr-2013","       1543.40","       1540.10","       1540.10","       1501.00","       1508.95","       1507.80","       1512.56","     563169","           851824854.75","      27776","     293090","         52.04"
"TCS","EQ","05-Apr-2013","       1507.80","       1505.00","       1509.35","       1484.10","       1493.25","       1498.35","       1496.77","     932624","          1395924269.25","      59990","     549986","         58.97"
"TCS","EQ","08-Apr-2013","       1498.35","       1498.90","       1498.90","       1475.00","       1481.05","       1480.75","       1481.59","     448208","           664059525.75","      28530","     251907","         56.20"
"TCS","EQ","09-Apr-2013","       1480.75","       1480.00","       1513.00","       1477.60","       1500.00","       1497.40","       1498.57","     836177","          1253072612.10","      28130","     475601","         56.88"
"TCS","EQ","10-Apr-2013","       1497.40","       1509.90","       1538.90","       1501.00","       1536.75","       1530.45","       1518.34","    1023142","          1553477093.30","      54754","     530824","         51.88"
"TCS","EQ","11-Apr-2013","       1530.45","       1540.00","       1550.10","       1520.70","       1537.75","       1536.90","       1537.21","    1122329","          1725256806.15","      45986","     758359","         67.57"
"TCS","EQ","12-Apr-2013","       1536.90","       1481.90","       1524.50","       1478.35","       1512.00","       1511.75","       1504.87","    2516030","          3786309762.75","      95542","    1610837","         64.02"
"TCS","EQ","15-Apr-2013","       1511.75","       1513.50","       1514.00","       1448.35","       1473.00","       1472.45","       1473.83","    2695748","          3973067271.10","     100925","    1719136","         63.77"
"TCS","EQ","16-Apr-2013","       1472.45","       1470.00","       1493.45","       1457.95","       1480.00","       1483.15","       1473.05","    1535791","          2262294346.60","      58907","     963463","         62.73"
"TCS","EQ","17-Apr-2013","       1483.15","       1495.00","       1499.00","       1431.00","       1459.85","       1456.65","       1460.80","    2639502","          3855792428.45","      82601","    1466628","         55.56"
"TCS","EQ","18-Apr-2013","       1456.65","       1487.95","       1494.90","       1427.45","       1443.10","       1452.75","       1451.30","    4277229","          6207540646.10","     144508","    1907316","         44.59"
"TCS","EQ","22-Apr-2013","       1452.75","       1446.00","       1459.80","       1425.00","       1425.00","       1425.30","       1434.07","    1481242","          2124199931.10","      64835","     854977","         57.72"
"TCS","EQ","23-Apr-2013","       1425.30","       1424.45","       1448.00","       1424.00","       1428.95","       1430.55","       1433.21","    1692085","          2425121217.00","      73350","    1179685","         69.72"
"TCS","EQ","25-Apr-2013","       1430.55","       1430.55","       1430.55","       1398.65","       1401.00","       1402.30","       1407.35","    3964597","          5579555872.15","     113292","    2660518","         67.11"
"TCS","EQ","26-Apr-2013","       1402.30","       1393.00","       1393.45","       1365.10","       1366.95","       1369.35","       1374.51","    2377038","          3267258397.60","     104206","    1814200","         76.32"
"TCS","EQ","29-Apr-2013","       1369.35","       1365.00","       1384.70","       1365.00","       1370.70","       1370.75","       1374.34","    1984458","          2727320978.80","      81023","    1437724","         72.45"
"TCS","EQ","30-Apr-2013","       1370.75","       1368.00","       1382.00","       1365.00","       1376.35","       1378.40","       1373.15","    2010285","          2760426713.60","      80918","    1556672","         77.44"
"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","02-May-2013","       1378.40","       1373.50","       1438.80","       1373.50","       1425.00","       1433.90","       1417.25","    2815163","          3989795667.60","     165856","    2020727","         71.78"
"TCS","EQ","03-May-2013","       1433.90","       1426.00","       1447.25","       1407.90","       1420.00","       1418.50","       1427.14","    1820895","          2598667525.10","      80880","    1230824","         67.59"
"TCS","EQ","06-May-2013","       1418.50","       1420.00","       1472.40","       1420.00","       1465.05","       1467.20","       1454.27","    1863559","          2710126272.55","      69362","    1353787","         72.65"
"TCS","EQ","07-May-2013","       1467.20","       1467.10","       1478.85","       1457.40","       1469.30","       1471.60","       1468.34","    1130090","          1659351880.40","      56771","     731284","         64.71"
"TCS","EQ","08-May-2013","       1471.60","       1472.00","       1487.80","       1470.00","       1479.80","       1480.10","       1480.71","     884065","          1309045680.30","      42493","     594141","         67.21"
"TCS","EQ","09-May-2013","       1480.10","       1483.20","       1503.45","       1483.00","       1500.00","       1498.45","       1498.15","     974850","          1460469843.25","      53116","     561872","         57.64"
"TCS","EQ","10-May-2013","       1498.45","       1498.45","       1510.90","       1491.10","       1494.00","       1495.90","       1499.13","     569857","           854287860.30","      40438","     353788","         62.08"
"TCS","EQ","11-May-2013","       1495.90","       1495.00","       1495.00","       1486.10","       1486.70","       1489.65","       1489.61","      28017","            41734524.95","       1332","       7793","         27.82"
"TCS","EQ","13-May-2013","       1489.65","       1480.00","       1481.00","       1445.70","       1451.60","       1451.60","       1459.89","     931249","          1359524178.50","      77054","     661662","         71.05"
"TCS","EQ","14-May-2013","       1451.60","       1455.10","       1470.55","       1443.75","       1458.00","       1457.95","       1460.07","    1125050","          1642646148.65","      76618","     812191","         72.19"
"TCS","EQ","15-May-2013","       1457.95","       1458.10","       1477.20","       1450.00","       1462.00","       1471.55","       1462.78","    1782963","          2608084625.65","      73380","    1359379","         76.24"
"TCS","EQ","16-May-2013","       1471.55","       1469.00","       1469.00","       1447.45","       1455.80","       1454.05","       1453.49","    1207826","          1755560378.40","      69868","     947086","         78.41"
"TCS","EQ","17-May-2013","       1454.05","       1455.00","       1478.50","       1454.10","       1469.05","       1473.80","       1468.14","    1450100","          2128947639.40","      70270","    1070480","         73.82"
"TCS","EQ","20-May-2013","       1473.80","       1471.25","       1478.00","       1461.00","       1477.70","       1472.40","       1467.92","     692752","          1016902642.90","      44647","     484543","         69.94"
"TCS","EQ","21-May-2013","       1472.40","       1465.00","       1502.00","       1465.00","       1493.00","       1492.85","       1493.43","     949216","          1417590016.25","      64722","     588862","         62.04"
"TCS","EQ","22-May-2013","       1492.85","       1498.00","       1509.15","       1492.30","       1496.70","       1498.40","       1499.31","     923472","          1384575135.45","      63862","     645025","         69.85"
"TCS","EQ","23-May-2013","       1498.40","       1495.00","       1526.75","       1478.35","       1496.00","       1492.70","       1499.76","    1531981","          2297596221.45","      74633","    1044554","         68.18"
"TCS","EQ","24-May-2013","       1492.70","       1500.00","       1502.95","       1463.60","       1472.00","       1469.55","       1475.82","     793306","          1170774984.20","      33979","     449921","         56.71"
"TCS","EQ","27-May-2013","       1469.55","       1469.50","       1500.00","       1460.00","       1490.55","       1498.00","       1488.71","    1011932","          1506473755.40","      59991","     745372","         73.66"
"TCS","EQ","28-May-2013","       1498.00","       1498.00","       1516.50","       1490.30","       1514.90","       1514.10","       1504.57","     700127","          1053386805.30","      41250","     478425","         68.33"
"TCS","EQ","29-May-2013","       1514.10","       1516.00","       1527.50","       1485.10","       1495.00","       1497.35","       1506.63","     726019","          1093844997.80","      45348","     372681","         51.33"
"TCS","EQ","30-May-2013","       1497.35","       1500.00","       1512.00","       1487.00","       1508.00","       1499.40","       1500.02","    1204173","          1806278569.00","      38970","     868076","         72.09"
